"","data_name","Variable.ID.A","Variable.ID.B","Relationship","Source.organisation","Justification...quantifiable","Relationship.Strength","Weblink","data_version"
"698","System Map Data: Jan_2023","n_348","n_255","Same","","","Medium","",2
"699","System Map Data: Jan_2023","n_348","n_256","Opposite","","","Medium","",2
"700","System Map Data: Jan_2023","n_349","n_348","Same","","","High","",2
"701","System Map Data: Jan_2023","n_350","n_349","Opposite","","","High","",2
"702","System Map Data: Jan_2023","n_351","n_349","Same","","","Low","",2
"703","System Map Data: Jan_2023","n_352","n_350","Same","","","Medium","",2
"704","System Map Data: Jan_2023","n_352","n_362","Same","","","Medium","",2
"705","System Map Data: Jan_2023","n_353","n_348","Same","","","High","",2
"706","System Map Data: Jan_2023","n_354","n_353","Opposite","","","Low","",2
"707","System Map Data: Jan_2023","n_355","n_354","Same","","","High","",2
"708","System Map Data: Jan_2023","n_356","n_354","Same","","","Medium","",2
"709","System Map Data: Jan_2023","n_357","n_354","Same","","","Medium","",2
"710","System Map Data: Jan_2023","n_358","n_353","Opposite","","","Medium","",2
"711","System Map Data: Jan_2023","n_358","n_350","Same","","","Low","",2
"712","System Map Data: Jan_2023","n_358","n_456","Same","","","Medium","",2
"713","System Map Data: Jan_2023","n_359","n_358","Same","","","Medium","",2
"714","System Map Data: Jan_2023","n_360","n_358","Same","","","Medium","",2
"715","System Map Data: Jan_2023","n_361","n_359","Opposite","","","Medium","",2
"716","System Map Data: Jan_2023","n_361","n_360","Opposite","","","Medium","",2
"717","System Map Data: Jan_2023","n_362","n_361","Same","","","High","",2
"718","System Map Data: Jan_2023","n_362","n_358","Same","","","High","",2
"719","System Map Data: Jan_2023","n_362","n_363","Same","","","High","",2
"720","System Map Data: Jan_2023","n_362","n_365","Same","","","High","",2
"721","System Map Data: Jan_2023","n_363","n_358","Same","","","Medium","",2
"722","System Map Data: Jan_2023","n_363","n_365","Same","","","Medium","",2
"723","System Map Data: Jan_2023","n_364","n_362","Same","","","High","",2
"724","System Map Data: Jan_2023","n_365","n_353","Opposite","","","Medium","",2
"725","System Map Data: Jan_2023","n_365","n_456","Same","","","Medium","",2
"726","System Map Data: Jan_2023","n_365","n_445","Same","","","Medium","",2
"727","System Map Data: Jan_2023","n_366","n_365","Opposite","","","Medium","",2
"728","System Map Data: Jan_2023","n_367","n_365","Same","","","High","",2
"729","System Map Data: Jan_2023","n_368","n_255","Same","","","Low","",2
"730","System Map Data: Jan_2023","n_368","n_256","Opposite","","","Low","",2
"731","System Map Data: Jan_2023","n_369","n_368","Same","","","High","",2
"732","System Map Data: Jan_2023","n_370","n_369","Same","","","Medium","",2
"733","System Map Data: Jan_2023","n_371","n_369","Same","","","Medium","",2
"734","System Map Data: Jan_2023","n_372","n_370","Opposite","","","Medium","",2
"735","System Map Data: Jan_2023","n_372","n_371","Opposite","","","Low","",2
"736","System Map Data: Jan_2023","n_373","n_368","Same","","","High","",2
"737","System Map Data: Jan_2023","n_374","n_373","Opposite","","","Low","",2
"738","System Map Data: Jan_2023","n_375","n_376","Same","","","High","",2
"739","System Map Data: Jan_2023","n_375","n_372","Same","","","Medium","",2
"740","System Map Data: Jan_2023","n_375","n_373","Opposite","","","Medium","",2
"741","System Map Data: Jan_2023","n_375","n_378","Same","","","Medium","",2
"742","System Map Data: Jan_2023","n_375","n_337","Same","","","Low","",2
"743","System Map Data: Jan_2023","n_376","n_377","Opposite","","","Medium","",2
"744","System Map Data: Jan_2023","n_376","n_379","Same","","","High","",2
"745","System Map Data: Jan_2023","n_377","n_375","Opposite","","","Medium","",2
"746","System Map Data: Jan_2023","n_377","n_378","Opposite","","","Medium","",2
"747","System Map Data: Jan_2023","n_377","n_381","Opposite","","","High","",2
"748","System Map Data: Jan_2023","n_378","n_373","Opposite","","","Medium","",2
"749","System Map Data: Jan_2023","n_378","n_456","Same","","","Medium","",2
"750","System Map Data: Jan_2023","n_378","n_445","Same","","","Medium","",2
"751","System Map Data: Jan_2023","n_379","n_375","Same","","","Medium","",2
"752","System Map Data: Jan_2023","n_379","n_378","Same","","","Medium","",2
"753","System Map Data: Jan_2023","n_379","n_380","Same","","","High","",2
"754","System Map Data: Jan_2023","n_380","n_373","Opposite","","","Low","",2
"755","System Map Data: Jan_2023","n_380","n_337","Same","","","Low","",2
"756","System Map Data: Jan_2023","n_381","n_380","Same","","","High","",2
"757","System Map Data: Jan_2023","n_381","n_378","Same","","","Medium","",2
"758","System Map Data: Jan_2023","n_382","n_255","Same","","","Medium","",2
"759","System Map Data: Jan_2023","n_382","n_256","Opposite","","","Medium","",2
"760","System Map Data: Jan_2023","n_383","n_382","Same","","","High","",2
"761","System Map Data: Jan_2023","n_384","n_383","Same","","","High","",2
"762","System Map Data: Jan_2023","n_385","n_384","Opposite","","","High","",2
"763","System Map Data: Jan_2023","n_385","n_445","Same","","","Medium","",2
"764","System Map Data: Jan_2023","n_391","n_385","Same","","","Low","",2
"765","System Map Data: Jan_2023","n_387","n_382","Same","","","High","",2
"766","System Map Data: Jan_2023","n_387","n_335","Same","","","High","",2
"767","System Map Data: Jan_2023","n_388","n_387","Same","","","High","",2
"768","System Map Data: Jan_2023","n_388","n_408","Same","","","High","",2
"769","System Map Data: Jan_2023","n_389","n_390","Same","","","Low","",2
"770","System Map Data: Jan_2023","n_389","n_385","Same","","","Medium","",2
"771","System Map Data: Jan_2023","n_389","n_409","Same","","","Low","",2
"772","System Map Data: Jan_2023","n_389","n_391","Same","","","Medium","",2
"773","System Map Data: Jan_2023","n_390","n_388","Same","","","Medium","",2
"774","System Map Data: Jan_2023","n_390","n_371","Opposite","","","Medium","",2
"775","System Map Data: Jan_2023","n_390","n_351","Opposite","","","Medium","",2
"776","System Map Data: Jan_2023","n_391","n_392","Same","","","High","",2
"777","System Map Data: Jan_2023","n_391","n_456","Same","","","Medium","",2
"778","System Map Data: Jan_2023","n_391","n_337","Same","","","Medium","",2
"779","System Map Data: Jan_2023","n_391","n_383","Opposite","","","Medium","",2
"780","System Map Data: Jan_2023","n_392","n_393","Same","","","Medium","",2
"781","System Map Data: Jan_2023","n_393","n_391","Same","","","Medium","",2
"782","System Map Data: Jan_2023","n_394","n_393","Same","","","Medium","",2
"783","System Map Data: Jan_2023","n_395","n_393","Same","","","Medium","",2
"784","System Map Data: Jan_2023","n_396","n_395","Same","","","Low","",2
"785","System Map Data: Jan_2023","n_396","n_394","Same","","","Low","",2
"786","System Map Data: Jan_2023","n_396","n_398","Opposite","","","Medium","",2
"787","System Map Data: Jan_2023","n_396","n_399","Opposite","","","Medium","",2
"788","System Map Data: Jan_2023","n_396","n_400","Same","","","Medium","",2
"789","System Map Data: Jan_2023","n_397","n_396","Same","","","Medium","",2
"790","System Map Data: Jan_2023","n_397","n_391","Same","","","Medium","",2
"791","System Map Data: Jan_2023","n_398","n_391","Opposite","","","Medium","",2
"792","System Map Data: Jan_2023","n_399","n_391","Opposite","","","Medium","",2
"793","System Map Data: Jan_2023","n_400","n_391","Same","","","Low","",2
"794","System Map Data: Jan_2023","n_401","n_400","Same","","","Medium","",2
"795","System Map Data: Jan_2023","n_401","n_391","Same","","","Medium","",2
"796","System Map Data: Jan_2023","n_402","n_387","Opposite","","","Low","",2
"797","System Map Data: Jan_2023","n_403","n_387","Opposite","","","Low","",2
"798","System Map Data: Jan_2023","n_403","n_408","Opposite","","","Low","",2
"799","System Map Data: Jan_2023","n_404","n_403","Opposite","","","Medium","",2
"800","System Map Data: Jan_2023","n_405","n_403","Opposite","","","Medium","",2
"801","System Map Data: Jan_2023","n_406","n_403","Same","","","Medium","",2
"802","System Map Data: Jan_2023","n_407","n_255","Same","","","Low","",2
"803","System Map Data: Jan_2023","n_407","n_256","Opposite","","","Low","",2
"804","System Map Data: Jan_2023","n_408","n_407","Same","","","High","",2
"805","System Map Data: Jan_2023","n_408","n_337","Same","","","Medium","",2
"806","System Map Data: Jan_2023","n_409","n_408","Same","","","High","",2
"807","System Map Data: Jan_2023","n_409","n_387","Opposite","","","Medium","",2
"808","System Map Data: Jan_2023","n_410","n_409","Same","","","High","",2
"809","System Map Data: Jan_2023","n_411","n_410","Same","","","High","",2
"810","System Map Data: Jan_2023","n_412","n_410","Same","","","Medium","",2
"811","System Map Data: Jan_2023","n_413","n_255","Same","","","Low","",2
"812","System Map Data: Jan_2023","n_413","n_256","Opposite","","","Low","",2
"813","System Map Data: Jan_2023","n_414","n_272","Same","","","Medium","",2
"814","System Map Data: Jan_2023","n_414","n_337","Same","","","Medium","",2
"815","System Map Data: Jan_2023","n_414","n_413","Same","","","High","",2
"816","System Map Data: Jan_2023","n_414","n_412","Opposite","","","High","",2
"817","System Map Data: Jan_2023","n_414","n_420","Same","","","Low","",2
"818","System Map Data: Jan_2023","n_414","n_289","Same","","","Medium","",2
"819","System Map Data: Jan_2023","n_414","n_286","Same","","","High","",2
"820","System Map Data: Jan_2023","n_415","n_413","Same","","","High","",2
"821","System Map Data: Jan_2023","n_416","n_415","Same","","","Low","",2
"822","System Map Data: Jan_2023","n_416","n_418","Same","","","Low","",2
"823","System Map Data: Jan_2023","n_416","n_456","Same","","","Medium","",2
"824","System Map Data: Jan_2023","n_417","n_415","Same","","","Low","",2
"825","System Map Data: Jan_2023","n_417","n_418","Same","","","Low","",2
"826","System Map Data: Jan_2023","n_417","n_456","Same","","","Medium","",2
"827","System Map Data: Jan_2023","n_418","n_407","Same","","","High","",2
"828","System Map Data: Jan_2023","n_419","n_415","Opposite","","","High","",2
"829","System Map Data: Jan_2023","n_419","n_418","Opposite","","","High","",2
"830","System Map Data: Jan_2023","n_419","n_337","Same","","","Medium","",2
"831","System Map Data: Jan_2023","n_420","n_419","Same","","","Medium","",2
"832","System Map Data: Jan_2023","n_421","n_420","Same","","","High","",2
"833","System Map Data: Jan_2023","n_421","n_422","Same","","","High","",2
"834","System Map Data: Jan_2023","n_422","n_419","Same","","","Medium","",2
"835","System Map Data: Jan_2023","n_423","n_416","Same","","","Medium","",2
"836","System Map Data: Jan_2023","n_423","n_419","Same","","","Low","",2
"837","System Map Data: Jan_2023","n_423","n_427","Same","","","Low","",2
"838","System Map Data: Jan_2023","n_424","n_410","Opposite","","","Low","",2
"839","System Map Data: Jan_2023","n_424","n_423","Opposite","","","Medium","",2
"840","System Map Data: Jan_2023","n_424","n_428","Opposite","","","Medium","",2
"841","System Map Data: Jan_2023","n_425","n_424","Opposite","","","Medium","",2
"842","System Map Data: Jan_2023","n_425","n_429","Same","","","Medium","",2
"843","System Map Data: Jan_2023","n_426","n_425","Same","","","Medium","",2
"844","System Map Data: Jan_2023","n_427","n_424","Opposite","","","Medium","",2
"845","System Map Data: Jan_2023","n_428","n_419","Same","","","Low","",2
"846","System Map Data: Jan_2023","n_428","n_427","Same","","","Low","",2
"847","System Map Data: Jan_2023","n_429","n_423","Same","","","Low","",2
"848","System Map Data: Jan_2023","n_429","n_428","Same","","","Low","",2
"849","System Map Data: Jan_2023","n_430","n_255","Same","","","Low","",2
"850","System Map Data: Jan_2023","n_430","n_256","Opposite","","","Low","",2
"851","System Map Data: Jan_2023","n_431","n_430","Same","","","High","",2
"852","System Map Data: Jan_2023","n_431","n_289","Same","","","Medium","",2
"853","System Map Data: Jan_2023","n_431","n_286","Same","","","High","",2
"854","System Map Data: Jan_2023","n_431","n_272","Same","","","Low","",2
"855","System Map Data: Jan_2023","n_432","n_430","Same","","","High","",2
"856","System Map Data: Jan_2023","n_433","n_432","Opposite","","","Medium","",2
"857","System Map Data: Jan_2023","n_433","n_445","Same","","","Medium","",2
"858","System Map Data: Jan_2023","n_434","n_432","Opposite","","","Medium","",2
"859","System Map Data: Jan_2023","n_434","n_441","Same","","","High","",2
"860","System Map Data: Jan_2023","n_434","n_337","Same","","","Medium","",2
"861","System Map Data: Jan_2023","n_434","n_456","Same","","","Medium","",2
"862","System Map Data: Jan_2023","n_435","n_434","Same","","","Medium","",2
"863","System Map Data: Jan_2023","n_435","n_439","Same","","","Medium","",2
"864","System Map Data: Jan_2023","n_436","n_434","Opposite","","","Medium","",2
"865","System Map Data: Jan_2023","n_437","n_436","Opposite","","","Low","",2
"866","System Map Data: Jan_2023","n_437","n_439","Same","","","Low","",2
"867","System Map Data: Jan_2023","n_438","n_434","Opposite","","","Medium","",2
"868","System Map Data: Jan_2023","n_439","n_436","Opposite","","","Low","",2
"869","System Map Data: Jan_2023","n_439","n_438","Opposite","","","Low","",2
"870","System Map Data: Jan_2023","n_439","n_440","Same","","","Low","",2
"871","System Map Data: Jan_2023","n_440","n_434","Same","","","Medium","",2
"872","System Map Data: Jan_2023","n_441","n_440","Same","","","Medium","",2
"873","System Map Data: Jan_2023","n_442","n_445","Same","","","Medium","",2
"874","System Map Data: Jan_2023","n_442","n_312","Opposite","","","Medium","",2
"875","System Map Data: Jan_2023","n_442","n_329","Opposite","","","Medium","",2
"876","System Map Data: Jan_2023","n_443","n_442","Same","","","High","",2
"877","System Map Data: Jan_2023","n_444","n_442","Same","","","High","",2
"878","System Map Data: Jan_2023","n_444","n_433","Same","","","High","",2
"879","System Map Data: Jan_2023","n_444","n_417","Same","","","High","",2
"880","System Map Data: Jan_2023","n_444","n_385","Same","","","High","",2
"881","System Map Data: Jan_2023","n_444","n_378","Same","","","High","",2
"882","System Map Data: Jan_2023","n_444","n_365","Same","","","High","",2
"883","System Map Data: Jan_2023","n_445","n_449","Same","","","Medium","",2
"884","System Map Data: Jan_2023","n_445","n_453","Same","","","High","",2
"885","System Map Data: Jan_2023","n_446","n_445","Opposite","","","Medium","",2
"886","System Map Data: Jan_2023","n_446","n_452","Same","","","Medium","",2
"887","System Map Data: Jan_2023","n_447","n_444","Opposite","","","High","",2
"888","System Map Data: Jan_2023","n_448","n_447","Opposite","","","Medium","",2
"889","System Map Data: Jan_2023","n_448","n_444","Opposite","","","Low","",2
"890","System Map Data: Jan_2023","n_449","n_448","Opposite","","","High","",2
"891","System Map Data: Jan_2023","n_450","n_449","Same","","","Medium","",2
"892","System Map Data: Jan_2023","n_451","n_448","Same","","","Medium","",2
"893","System Map Data: Jan_2023","n_452","n_447","Same","","","Medium","",2
"894","System Map Data: Jan_2023","n_453","n_452","Opposite","","","Medium","",2
"895","System Map Data: Jan_2023","n_453","n_448","Same","","","Medium","",2
"896","System Map Data: Jan_2023","n_454","n_434","Same","","","Low","",2
"897","System Map Data: Jan_2023","n_454","n_423","Same","","","Low","",2
"898","System Map Data: Jan_2023","n_454","n_391","Same","","","Low","",2
"899","System Map Data: Jan_2023","n_454","n_378","Same","","","Low","",2
"900","System Map Data: Jan_2023","n_454","n_358","Same","","","Low","",2
"901","System Map Data: Jan_2023","n_454","n_365","Same","","","Low","",2
"902","System Map Data: Jan_2023","n_455","n_454","Same","","","High","",2
"903","System Map Data: Jan_2023","n_455","n_337","Same","","","Medium","",2
"904","System Map Data: Jan_2023","n_456","n_455","Same","","","Medium","",2
"905","System Map Data: Jan_2023","n_457","n_456","Opposite","","","Low","",2
"906","System Map Data: Jan_2023","n_469","n_270","Same","","","Medium","",2
"907","System Map Data: Jan_2023","n_470","n_270","Same","","","Medium","",2
"908","System Map Data: Jan_2023","n_471","n_373","Opposite","","","Medium","",2
"909","System Map Data: Jan_2023","n_472","n_302","Same","","","Low","",2
"910","System Map Data: Jan_2023","n_472","n_309","Opposite","","","Medium","",2
"911","System Map Data: Jan_2023","n_473","n_313","Same","","","Medium","",2
"912","System Map Data: Jan_2023","n_474","n_296","Opposite","","","Medium","",2
"913","System Map Data: Jan_2023","n_474","n_298","Same","","","Low","",2
"914","System Map Data: Jan_2023","n_475","n_298","Same","","","Low","",2
"915","System Map Data: Jan_2023","n_476","n_312","Same","","","Low","",2
"916","System Map Data: Jan_2023","n_476","n_477","Same","","","Low","",2
"917","System Map Data: Jan_2023","n_477","n_256","Opposite","","","Low","",2
"918","System Map Data: Jan_2023","n_298","n_477","Same","","","High","",2
"919","System Map Data: Jan_2023","n_50","n_343","connecting","","","connecting","",2
"920","System Map Data: Jan_2023","n_187","n_343","connecting","","","connecting","",2
"921","System Map Data: Jan_2023","n_337","n_191","connecting","","","connecting","",2
"922","System Map Data: Jan_2023","n_338","n_200","connecting","","","connecting","",2
"923","System Map Data: Jan_2023","n_339","n_192","connecting","","","connecting","",2
"924","System Map Data: Jan_2023","n_340","n_198","connecting","","","connecting","",2
